words	frequency	left-entropy	right-entropy	combinality
支持阿 	 4 	 2.000000 	 1.000000 	 0.000680087927955804 	 
接受本 	 4 	 2.000000 	 1.000000 	 0.0006392611645082201 	 
纳入法制 	 4 	 2.000000 	 1.000000 	 0.0006322776391816597 	 
离休老 	 4 	 2.000000 	 1.000000 	 0.000605552224951169 	 
尽早进 	 4 	 2.000000 	 1.000000 	 0.0005941368470135222 	 
历史空 	 4 	 2.000000 	 1.000000 	 0.0005882277101987404 	 
林则徐 	 4 	 2.000000 	 1.000000 	 0.0005823185733839585 	 
采取合 	 4 	 2.000000 	 1.000000 	 0.0005700974040624778 	 
令人振奋 	 4 	 2.000000 	 1.000000 	 0.0005674114327830315 	 
儿子鄢光 	 4 	 2.000000 	 1.000000 	 0.0003996725263816099 	 
欢度虎年 	 4 	 2.000000 	 1.000000 	 0.00039644936084627435 	 
考古发掘 	 4 	 2.000000 	 1.000000 	 0.00034863907207213015 	 
突破百 	 4 	 2.000000 	 1.000000 	 0.0003330604386513416 	 
黄河艺术团 	 4 	 2.000000 	 1.000000 	 0.000315333028206996 	 
网络为 	 4 	 2.000000 	 1.000000 	 0.00027235748773585516 	 
苏门达腊 	 4 	 2.000000 	 1.000000 	 0.00025140691175617395 	 
密切注 	 4 	 2.000000 	 1.000000 	 0.00022830755875293576 	 
试验成 	 4 	 2.000000 	 1.000000 	 0.00022562158747348947 	 
纷纷开 	 4 	 2.000000 	 1.000000 	 0.00018694360104946269 	 
永兴县城关 	 4 	 2.000000 	 1.000000 	 0.0001815716584905701 	 
顺理成章 	 4 	 2.000000 	 1.000000 	 0.00018049726997879158 	 
招标制 	 4 	 2.000000 	 1.000000 	 0.0001708277733727849 	 
廉政关 	 4 	 2.000000 	 1.000000 	 0.00014396806057832186 	 
冒着寒 	 4 	 2.000000 	 1.000000 	 0.0001381932223275123 	 
跌宕起伏 	 4 	 2.000000 	 1.000000 	 0.00012677784438986552 	 
儒家学 	 4 	 2.000000 	 1.000000 	 0.00011281079373674473 	 
敌后抗 	 4 	 2.000000 	 1.000000 	 7.198403028916093e-05 	 
朴实无华 	 4 	 2.000000 	 1.000000 	 5.573390404851079e-05 	 
恰到好处 	 4 	 2.000000 	 1.000000 	 4.794458733811651e-05 	 
纵横交错 	 4 	 2.000000 	 1.000000 	 4.082676344758381e-05 	 
禽流感病 	 4 	 2.000000 	 1.000000 	 3.0620072585687855e-05 	 
滔滔不绝 	 4 	 2.000000 	 1.000000 	 2.3502248695155154e-05 	 
榨菜肉丝 	 4 	 2.000000 	 1.000000 	 4.297554047114085e-06 	 
上初 	 4 	 2.000000 	 1.000000 	 0 	 
上动 	 4 	 2.000000 	 1.000000 	 0 	 
上尚 	 4 	 2.000000 	 1.000000 	 0 	 
个寒 	 4 	 2.000000 	 1.000000 	 0 	 
了品 	 4 	 2.000000 	 1.000000 	 0 	 
于健 	 4 	 2.000000 	 1.000000 	 0 	 
于消 	 4 	 2.000000 	 1.000000 	 0 	 
交加 	 4 	 2.000000 	 1.000000 	 0 	 
人财 	 4 	 2.000000 	 1.000000 	 0 	 
从远 	 4 	 2.000000 	 1.000000 	 0 	 
以知 	 4 	 2.000000 	 1.000000 	 0 	 
价达 	 4 	 2.000000 	 1.000000 	 0 	 
作响 	 4 	 2.000000 	 1.000000 	 0 	 
作弊 	 4 	 2.000000 	 1.000000 	 0 	 
促膝 	 4 	 2.000000 	 1.000000 	 0 	 
做团 	 4 	 2.000000 	 1.000000 	 0 	 
出如 	 4 	 2.000000 	 1.000000 	 0 	 
创产 	 4 	 2.000000 	 1.000000 	 0 	 
到越 	 4 	 2.000000 	 1.000000 	 0 	 
千军 	 4 	 2.000000 	 1.000000 	 0 	 
南村 	 4 	 2.000000 	 1.000000 	 0 	 
卢克 	 4 	 2.000000 	 1.000000 	 0 	 
即兴 	 4 	 2.000000 	 1.000000 	 0 	 
即通 	 4 	 2.000000 	 1.000000 	 0 	 
又便 	 4 	 2.000000 	 1.000000 	 0 	 
取走 	 4 	 2.000000 	 1.000000 	 0 	 
受委 	 4 	 2.000000 	 1.000000 	 0 	 
向建 	 4 	 2.000000 	 1.000000 	 0 	 
唱戏 	 4 	 2.000000 	 1.000000 	 0 	 
商流 	 4 	 2.000000 	 1.000000 	 0 	 
四家 	 4 	 2.000000 	 1.000000 	 0 	 
在吉 	 4 	 2.000000 	 1.000000 	 0 	 
在墨 	 4 	 2.000000 	 1.000000 	 0 	 
在配 	 4 	 2.000000 	 1.000000 	 0 	 
地奉 	 4 	 2.000000 	 1.000000 	 0 	 
地文 	 4 	 2.000000 	 1.000000 	 0 	 
地造 	 4 	 2.000000 	 1.000000 	 0 	 
均产 	 4 	 2.000000 	 1.000000 	 0 	 
好动 	 4 	 2.000000 	 1.000000 	 0 	 
婉言 	 4 	 2.000000 	 1.000000 	 0 	 
家聚 	 4 	 2.000000 	 1.000000 	 0 	 
对正 	 4 	 2.000000 	 1.000000 	 0 	 
将严 	 4 	 2.000000 	 1.000000 	 0 	 
已培 	 4 	 2.000000 	 1.000000 	 0 	 
已注 	 4 	 2.000000 	 1.000000 	 0 	 
干燥 	 4 	 2.000000 	 1.000000 	 0 	 
年本 	 4 	 2.000000 	 1.000000 	 0 	 
年组 	 4 	 2.000000 	 1.000000 	 0 	 
应享 	 4 	 2.000000 	 1.000000 	 0 	 
惊天 	 4 	 2.000000 	 1.000000 	 0 	 
或职 	 4 	 2.000000 	 1.000000 	 0 	 
户参 	 4 	 2.000000 	 1.000000 	 0 	 
掌舵 	 4 	 2.000000 	 1.000000 	 0 	 
新版 	 4 	 2.000000 	 1.000000 	 0 	 
是价 	 4 	 2.000000 	 1.000000 	 0 	 
是晴 	 4 	 2.000000 	 1.000000 	 0 	 
有决 	 4 	 2.000000 	 1.000000 	 0 	 
有普 	 4 	 2.000000 	 1.000000 	 0 	 
有降 	 4 	 2.000000 	 1.000000 	 0 	 
条县 	 4 	 2.000000 	 1.000000 	 0 	 
林摄 	 4 	 2.000000 	 1.000000 	 0 	 
查理 	 4 	 2.000000 	 1.000000 	 0 	 
桥头 	 4 	 2.000000 	 1.000000 	 0 	 
次呼 	 4 	 2.000000 	 1.000000 	 0 	 
民居 	 4 	 2.000000 	 1.000000 	 0 	 
永垂 	 4 	 2.000000 	 1.000000 	 0 	 
淡漠 	 4 	 2.000000 	 1.000000 	 0 	 
满满 	 4 	 2.000000 	 1.000000 	 0 	 
火力 	 4 	 2.000000 	 1.000000 	 0 	 
爱他 	 4 	 2.000000 	 1.000000 	 0 	 
王定 	 4 	 2.000000 	 1.000000 	 0 	 
用财 	 4 	 2.000000 	 1.000000 	 0 	 
的向 	 4 	 2.000000 	 1.000000 	 0 	 
的屏 	 4 	 2.000000 	 1.000000 	 0 	 
的悉 	 4 	 2.000000 	 1.000000 	 0 	 
的欣 	 4 	 2.000000 	 1.000000 	 0 	 
的稿 	 4 	 2.000000 	 1.000000 	 0 	 
的赃 	 4 	 2.000000 	 1.000000 	 0 	 
的Ｆ 	 4 	 2.000000 	 1.000000 	 0 	 
相脱 	 4 	 2.000000 	 1.000000 	 0 	 
相通 	 4 	 2.000000 	 1.000000 	 0 	 
省优 	 4 	 2.000000 	 1.000000 	 0 	 
省先 	 4 	 2.000000 	 1.000000 	 0 	 
着村 	 4 	 2.000000 	 1.000000 	 0 	 
睡着 	 4 	 2.000000 	 1.000000 	 0 	 
祝酒 	 4 	 2.000000 	 1.000000 	 0 	 
空位 	 4 	 2.000000 	 1.000000 	 0 	 
空空 	 4 	 2.000000 	 1.000000 	 0 	 
站开 	 4 	 2.000000 	 1.000000 	 0 	 
级教 	 4 	 2.000000 	 1.000000 	 0 	 
给地 	 4 	 2.000000 	 1.000000 	 0 	 
老知 	 4 	 2.000000 	 1.000000 	 0 	 
蓝眼 	 4 	 2.000000 	 1.000000 	 0 	 
要生 	 4 	 2.000000 	 1.000000 	 0 	 
该证 	 4 	 2.000000 	 1.000000 	 0 	 
说还 	 4 	 2.000000 	 1.000000 	 0 	 
费尽 	 4 	 2.000000 	 1.000000 	 0 	 
较远 	 4 	 2.000000 	 1.000000 	 0 	 
逝去 	 4 	 2.000000 	 1.000000 	 0 	 
都遭 	 4 	 2.000000 	 1.000000 	 0 	 
金荣 	 4 	 2.000000 	 1.000000 	 0 	 
门了 	 4 	 2.000000 	 1.000000 	 0 	 
闪耀 	 4 	 2.000000 	 1.000000 	 0 	 
院门 	 4 	 2.000000 	 1.000000 	 0 	 
非关 	 4 	 2.000000 	 1.000000 	 0 	 
飞了 	 4 	 2.000000 	 1.000000 	 0 	 
剿 	 4 	 2.000000 	 1.000000 	 0 	 
取暖器 	 4 	 1.500000 	 2.000000 	 0.0009959581504186891 	 
历史和现实 	 4 	 1.500000 	 2.000000 	 0.000993809373395132 	 
胜利油田 	 4 	 1.500000 	 2.000000 	 0.0009884374308362395 	 
丰田的 	 4 	 1.500000 	 2.000000 	 0.0009850799667369316 	 
太阳的 	 4 	 1.500000 	 2.000000 	 0.0009846770710450147 	 
团体联合会 	 4 	 1.500000 	 2.000000 	 0.0009814539055096791 	 
干部身 	 4 	 1.500000 	 2.000000 	 0.0009712472146477832 	 
车辆的 	 4 	 1.500000 	 2.000000 	 0.0009642636893212229 	 
广袤的 	 4 	 1.500000 	 2.000000 	 0.0009556685812269946 	 
演出前 	 4 	 1.500000 	 2.000000 	 0.0009541912970232991 	 
厂长经理 	 4 	 1.500000 	 2.000000 	 0.0009540569984593268 	 
采取更 	 4 	 1.500000 	 2.000000 	 0.0009121558464999645 	 
尽量减少 	 4 	 1.500000 	 2.000000 	 0.0008912052705202834 	 
批准为 	 4 	 1.500000 	 2.000000 	 0.0008846246408856399 	 
集中表现在 	 4 	 1.500000 	 2.000000 	 0.0008767010256112733 	 
比例较 	 4 	 1.500000 	 2.000000 	 0.0008707918887964915 	 
创作出更多 	 4 	 1.500000 	 2.000000 	 0.0008608537950625402 	 
志愿者们 	 4 	 1.500000 	 2.000000 	 0.000859510809422817 	 
办公厅等 	 4 	 1.500000 	 2.000000 	 0.0008578992266551493 	 
推进以 	 4 	 1.500000 	 2.000000 	 0.0008460809530255855 	 
极其重要的 	 4 	 1.500000 	 2.000000 	 0.0008310395138606862 	 
老字号 	 4 	 1.500000 	 2.000000 	 0.0008310395138606862 	 
职工到 	 4 	 1.500000 	 2.000000 	 0.0008283535425812399 	 
无论如何也 	 4 	 1.500000 	 2.000000 	 0.0008229816000223473 	 
五里桥乡 	 4 	 1.500000 	 2.000000 	 0.0008186840459752332 	 
艺术创造力 	 4 	 1.500000 	 2.000000 	 0.0008158637761318145 	 
标准等 	 4 	 1.500000 	 2.000000 	 0.0008104918335729219 	 
拉萨海关 	 4 	 1.500000 	 2.000000 	 0.000807940160857448 	 
论坛会 	 4 	 1.500000 	 2.000000 	 0.000795584692971995 	 
云南省第 	 4 	 1.500000 	 2.000000 	 0.000783229225086542 	 
简直是 	 4 	 1.500000 	 2.000000 	 0.000783229225086542 	 
严厉的 	 4 	 1.500000 	 2.000000 	 0.000782423433702708 	 
氛围的 	 4 	 1.500000 	 2.000000 	 0.0007804089552431233 	 
难免会 	 4 	 1.500000 	 2.000000 	 0.0007773200882717601 	 
劳动报酬 	 4 	 1.500000 	 2.000000 	 0.0007757085055040923 	 
车臣当局 	 4 	 1.500000 	 2.000000 	 0.0007714109514569782 	 
深层次矛盾 	 4 	 1.500000 	 2.000000 	 0.0007697993686893105 	 
深情厚意 	 4 	 1.500000 	 2.000000 	 0.0007697993686893105 	 
楼山乡 	 4 	 1.500000 	 2.000000 	 0.0007566381094200236 	 
孩子都 	 4 	 1.500000 	 2.000000 	 0.000738910698975678 	 
速度比 	 4 	 1.500000 	 2.000000 	 0.0007351503391844532 	 
李文根 	 4 	 1.500000 	 2.000000 	 0.00073380735354473 	 
气氛和 	 4 	 1.500000 	 2.000000 	 0.0007182287201239415 	 
氧分子 	 4 	 1.500000 	 2.000000 	 0.0007132596732569657 	 
走私出境 	 4 	 1.500000 	 2.000000 	 0.0006970095470163157 	 
给水团 	 4 	 1.500000 	 2.000000 	 0.0006838482877470288 	 
首席执行官 	 4 	 1.500000 	 2.000000 	 0.0006827738992352503 	 
演出团 	 4 	 1.500000 	 2.000000 	 0.0006815652121594995 	 
支援了 	 4 	 1.500000 	 2.000000 	 0.000680087927955804 	 
真心实意 	 4 	 1.500000 	 2.000000 	 0.0006782077480601915 	 
曾经是 	 4 	 1.500000 	 2.000000 	 0.000674178791141022 	 
邦德的 	 4 	 1.500000 	 2.000000 	 0.0006714928198615758 	 
趋势是 	 4 	 1.500000 	 2.000000 	 0.0006661208773026832 	 
选举卢 	 4 	 1.500000 	 2.000000 	 0.0006543026036731195 	 
示范户 	 4 	 1.500000 	 2.000000 	 0.0006505422438818947 	 
证券营业部 	 4 	 1.500000 	 2.000000 	 0.0006467818840906698 	 
整体看 	 4 	 1.500000 	 2.000000 	 0.0006467818840906698 	 
唯物主义的 	 4 	 1.500000 	 2.000000 	 0.0006369780889206908 	 
纪检监察室 	 4 	 1.500000 	 2.000000 	 0.0006355008047169953 	 
百八十九 	 4 	 1.500000 	 2.000000 	 0.0006150874229932035 	 
雪覆盖的 	 4 	 1.500000 	 2.000000 	 0.0006070295091548645 	 
曾担任过 	 4 	 1.500000 	 2.000000 	 0.0006067609120269198 	 
充放电 	 4 	 1.500000 	 2.000000 	 0.0005973600125488578 	 
怎么不 	 4 	 1.500000 	 2.000000 	 0.0005970914154209132 	 
马哈蒂尔 	 4 	 1.500000 	 2.000000 	 0.0005893020987105189 	 
马贾利 	 4 	 1.500000 	 2.000000 	 0.0005893020987105189 	 
八百多万 	 4 	 1.500000 	 2.000000 	 0.0005882277101987404 	 
显示其 	 4 	 1.500000 	 2.000000 	 0.0005856760374832664 	 
林东矿务局 	 4 	 1.500000 	 2.000000 	 0.0005823185733839585 	 
足以说明 	 4 	 1.500000 	 2.000000 	 0.0005781553179008168 	 
太行山区 	 4 	 1.500000 	 2.000000 	 0.0005608308031483881 	 
围坐一 	 4 	 1.500000 	 2.000000 	 0.0005414918099363748 	 
刘素芬 	 4 	 1.500000 	 2.000000 	 0.0005358512702495374 	 
音乐等 	 4 	 1.500000 	 2.000000 	 0.000533971090353925 	 
严谨的 	 4 	 1.500000 	 2.000000 	 0.0005216156224684721 	 
河西五地市 	 4 	 1.500000 	 2.000000 	 0.0004931443269063412 	 
救援物资 	 4 	 1.500000 	 2.000000 	 0.00048589220445183624 	 
财政预算的 	 4 	 1.500000 	 2.000000 	 0.00046897058539132453 	 
铁栅栏的 	 4 	 1.500000 	 2.000000 	 0.00046897058539132453 	 
货币贬值的 	 4 	 1.500000 	 2.000000 	 0.000467896196879546 	 
股票市值 	 4 	 1.500000 	 2.000000 	 0.00046735900262365675 	 
声称要 	 4 	 1.500000 	 2.000000 	 0.00046534452416407203 	 
依靠各 	 4 	 1.500000 	 2.000000 	 0.00045795810314559467 	 
移民新村 	 4 	 1.500000 	 2.000000 	 0.00045124317494697893 	 
符合中 	 4 	 1.500000 	 2.000000 	 0.0004423794697248061 	 
辆满载 	 4 	 1.500000 	 2.000000 	 0.00043633603434605194 	 
青年文明号 	 4 	 1.500000 	 2.000000 	 0.0004254578506642944 	 
继续与 	 4 	 1.500000 	 2.000000 	 0.0004238462678966266 	 
告诉你 	 4 	 1.500000 	 2.000000 	 0.0004109536057552844 	 
幅插图 	 4 	 1.500000 	 2.000000 	 0.0004093420229876166 	 
石油生产国 	 4 	 1.500000 	 2.000000 	 0.00040558166319639176 	 
击败了 	 4 	 1.500000 	 2.000000 	 0.0004032985876088624 	 
往往会 	 4 	 1.500000 	 2.000000 	 0.00040289569191694546 	 
获奖影片 	 4 	 1.500000 	 2.000000 	 0.0004023584976610562 	 
享受过 	 4 	 1.500000 	 2.000000 	 0.00040182130340516694 	 
映红了 	 4 	 1.500000 	 2.000000 	 0.0003976580479220252 	 
包括有 	 4 	 1.500000 	 2.000000 	 0.0003932261953109388 	 
亲自把 	 4 	 1.500000 	 2.000000 	 0.0003900030297756032 	 
旅客所 	 4 	 1.500000 	 2.000000 	 0.00037939344322179033 	 
护卫舰 	 4 	 1.500000 	 2.000000 	 0.0003754987848665932 	 
希望寄托在 	 4 	 1.500000 	 2.000000 	 0.00036905245379592204 	 
宁乡县 	 4 	 1.500000 	 2.000000 	 0.0003511907447876041 	 
便士邮票的 	 4 	 1.500000 	 2.000000 	 0.0003507878490956872 	 
尼日尔 	 4 	 1.500000 	 2.000000 	 0.0003464902950485731 	 
鹤山市 	 4 	 1.500000 	 2.000000 	 0.00034219274100145904 	 
检疫站 	 4 	 1.500000 	 2.000000 	 0.0003411183524896805 	 
土石方 	 4 	 1.500000 	 2.000000 	 0.00034058115823379126 	 
边防总队 	 4 	 1.500000 	 2.000000 	 0.0003325232443954523 	 
宗教的 	 4 	 1.500000 	 2.000000 	 0.0003279570932203936 	 
火箭发射 	 4 	 1.500000 	 2.000000 	 0.00032191365784163946 	 
摄影师 	 4 	 1.500000 	 2.000000 	 0.0003201677765099993 	 
黄昌元 	 4 	 1.500000 	 2.000000 	 0.000315333028206996 	 
刻画了 	 4 	 1.500000 	 2.000000 	 0.0003045891430892108 	 
汇率变动的 	 4 	 1.500000 	 2.000000 	 0.0003040519488333215 	 
旅美学子 	 4 	 1.500000 	 2.000000 	 0.00030351475457743223 	 
闻名遐迩的 	 4 	 1.500000 	 2.000000 	 0.00030082878329798594 	 
税收等 	 4 	 1.500000 	 2.000000 	 0.00028901050966842224 	 
临时搭起的 	 4 	 1.500000 	 2.000000 	 0.00028578734413308663 	 
吴天祥 	 4 	 1.500000 	 2.000000 	 0.0002820269843418618 	 
喜气洋洋地 	 4 	 1.500000 	 2.000000 	 0.0002793410130624155 	 
虚假广告 	 4 	 1.500000 	 2.000000 	 0.000273566174811606 	 
网络与 	 4 	 1.500000 	 2.000000 	 0.00027235748773585516 	 
网络的 	 4 	 1.500000 	 2.000000 	 0.00027235748773585516 	 
龙潭庙会 	 4 	 1.500000 	 2.000000 	 0.0002707459049681874 	 
幼女一家 	 4 	 1.500000 	 2.000000 	 0.0002605392141062914 	 
病毒感染 	 4 	 1.500000 	 2.000000 	 0.0002492581347326169 	 
岭隧道 	 4 	 1.500000 	 2.000000 	 0.0002465721634531706 	 
吃苦耐劳 	 4 	 1.500000 	 2.000000 	 0.0002428118036619458 	 
输出方 	 4 	 1.500000 	 2.000000 	 0.0002328737099279945 	 
桂林市 	 4 	 1.500000 	 2.000000 	 0.00022709887167718493 	 
戏剧评论家 	 4 	 1.500000 	 2.000000 	 0.0002127289253321472 	 
粮食和 	 4 	 1.500000 	 2.000000 	 0.00021017725261667322 	 
奥莫教堂 	 4 	 1.500000 	 2.000000 	 0.00020896856554092238 	 
奥贝德 	 4 	 1.500000 	 2.000000 	 0.00020896856554092238 	 
著名指挥家 	 4 	 1.500000 	 2.000000 	 0.00020843137128503312 	 
圆圆的 	 4 	 1.500000 	 2.000000 	 0.000199433367498888 	 
衣服和 	 4 	 1.500000 	 2.000000 	 0.0001966130976554694 	 
脑血栓 	 4 	 1.500000 	 2.000000 	 0.00018909237807301975 	 
吴泽洲先生 	 4 	 1.500000 	 2.000000 	 0.00018801798956124123 	 
甚至与 	 4 	 1.500000 	 2.000000 	 0.00018130306136262547 	 
甚至在 	 4 	 1.500000 	 2.000000 	 0.00018130306136262547 	 
血液中 	 4 	 1.500000 	 2.000000 	 0.00018103446423468084 	 
杨花台村 	 4 	 1.500000 	 2.000000 	 0.0001719021618845634 	 
木卫二的 	 4 	 1.500000 	 2.000000 	 0.00016921619060511709 	 
择业观念 	 4 	 1.500000 	 2.000000 	 0.00015981529112705503 	 
男孩在 	 4 	 1.500000 	 2.000000 	 0.00015471194569610707 	 
丁安庆 	 4 	 1.500000 	 2.000000 	 0.00014759412180557436 	 
忘记了 	 4 	 1.500000 	 2.000000 	 0.00013362707115245357 	 
衣食住行 	 4 	 1.500000 	 2.000000 	 0.0001310753984369796 	 
丝绸之路 	 4 	 1.500000 	 2.000000 	 0.00013053820418109033 	 
梁汝堂 	 4 	 1.500000 	 2.000000 	 0.00013000100992520107 	 
萨摩亚 	 4 	 1.500000 	 2.000000 	 0.0001283894271575333 	 
博士生导师 	 4 	 1.500000 	 2.000000 	 0.00012624065013397626 	 
庄稼人 	 4 	 1.500000 	 2.000000 	 0.00012194309608686216 	 
蒙特利尔市 	 4 	 1.500000 	 2.000000 	 0.00011818273629563734 	 
拜占庭 	 4 	 1.500000 	 2.000000 	 0.00011818273629563734 	 
混乱的 	 4 	 1.500000 	 2.000000 	 0.00011818273629563734 	 
植树造林 	 4 	 1.500000 	 2.000000 	 0.00011334798799263399 	 
筹措了 	 4 	 1.500000 	 2.000000 	 0.00011334798799263399 	 
概括的 	 4 	 1.500000 	 2.000000 	 0.00011039341958524305 	 
染色体 	 4 	 1.500000 	 2.000000 	 0.00010475287989840582 	 
哨所的官兵 	 4 	 1.500000 	 2.000000 	 0.00010045532585129174 	 
圣地亚哥 	 4 	 1.500000 	 2.000000 	 9.615777180417765e-05 	 
井口俊英 	 4 	 1.500000 	 2.000000 	 9.347180052473134e-05 	 
兄弟姐妹 	 4 	 1.500000 	 2.000000 	 9.078582924528505e-05 	 
孔晓宇 	 4 	 1.500000 	 2.000000 	 8.8637052221728e-05 	 
墨西哥的 	 4 	 1.500000 	 2.000000 	 8.59510809422817e-05 	 
宽敞明亮的 	 4 	 1.500000 	 2.000000 	 7.950474987161057e-05 	 
翻译了 	 4 	 1.500000 	 2.000000 	 7.467000156860722e-05 	 
痛定思痛 	 4 	 1.500000 	 2.000000 	 7.413280731271797e-05 	 
唯金牌论 	 4 	 1.500000 	 2.000000 	 7.09096417773824e-05 	 
餐饮业 	 4 	 1.500000 	 2.000000 	 7.09096417773824e-05 	 
癌症的 	 4 	 1.500000 	 2.000000 	 6.943235757368694e-05 	 
塑料管材 	 4 	 1.500000 	 2.000000 	 5.855417389192941e-05 	 
攸关的 	 4 	 1.500000 	 2.000000 	 5.855417389192941e-05 	 
毫不犹豫地 	 4 	 1.500000 	 2.000000 	 5.533100835659384e-05 	 
仿佛是 	 4 	 1.500000 	 2.000000 	 5.3719425588926065e-05 	 
挖砂船 	 4 	 1.500000 	 2.000000 	 5.1033454309479756e-05 	 
淘汰的 	 4 	 1.500000 	 2.000000 	 4.915327441386735e-05 	 
冯学敏 	 4 	 1.500000 	 2.000000 	 4.8884677285922714e-05 	 
巧克力 	 4 	 1.500000 	 2.000000 	 4.673590026236567e-05 	 
穆迪奥诺 	 4 	 1.500000 	 2.000000 	 4.5124317494697894e-05 	 
ＰＣ机 	 4 	 1.500000 	 2.000000 	 3.5992015144580465e-05 	 
咖啡豆 	 4 	 1.500000 	 2.000000 	 3.223165535335564e-05 	 
乳腺癌的 	 4 	 1.500000 	 2.000000 	 3.169446109746638e-05 	 
稀树草原 	 4 	 1.500000 	 2.000000 	 3.0620072585687855e-05 	 
吐鲁番 	 4 	 1.500000 	 2.000000 	 2.7934101306241554e-05 	 
弥漫着 	 4 	 1.500000 	 2.000000 	 2.7934101306241554e-05 	 
仇旭东 	 4 	 1.500000 	 2.000000 	 1.4101349217093092e-05 	 
迭部县 	 4 	 1.500000 	 2.000000 	 1.4101349217093092e-05 	 
猫儿山 	 4 	 1.500000 	 2.000000 	 1.3429856397231516e-05 	 
郝美玲 	 4 	 1.500000 	 2.000000 	 1.1281079373674474e-05 	 
蒲圻市 	 4 	 1.500000 	 2.000000 	 1.0743885117785213e-05 	 
一喜 	 4 	 1.500000 	 2.000000 	 0 	 
一担 	 4 	 1.500000 	 2.000000 	 0 	 
一民 	 4 	 1.500000 	 2.000000 	 0 	 
一盏 	 4 	 1.500000 	 2.000000 	 0 	 
一通 	 4 	 1.500000 	 2.000000 	 0 	 
丁某 	 4 	 1.500000 	 2.000000 	 0 	 
七天 	 4 	 1.500000 	 2.000000 	 0 	 
三亿 	 4 	 1.500000 	 2.000000 	 0 	 
三只 	 4 	 1.500000 	 2.000000 	 0 	 
上应 	 4 	 1.500000 	 2.000000 	 0 	 
上找 	 4 	 1.500000 	 2.000000 	 0 	 
上昆 	 4 	 1.500000 	 2.000000 	 0 	 
上楼 	 4 	 1.500000 	 2.000000 	 0 	 
下将 	 4 	 1.500000 	 2.000000 	 0 	 
下就 	 4 	 1.500000 	 2.000000 	 0 	 
下提 	 4 	 1.500000 	 2.000000 	 0 	 
下生 	 4 	 1.500000 	 2.000000 	 0 	 
不也 	 4 	 1.500000 	 2.000000 	 0 	 
不倦 	 4 	 1.500000 	 2.000000 	 0 	 
不振 	 4 	 1.500000 	 2.000000 	 0 	 
不表 	 4 	 1.500000 	 2.000000 	 0 	 
不被 	 4 	 1.500000 	 2.000000 	 0 	 
不谋 	 4 	 1.500000 	 2.000000 	 0 	 
与年 	 4 	 1.500000 	 2.000000 	 0 	 
与药 	 4 	 1.500000 	 2.000000 	 0 	 
专的 	 4 	 1.500000 	 2.000000 	 0 	 
且把 	 4 	 1.500000 	 2.000000 	 0 	 
世上 	 4 	 1.500000 	 2.000000 	 0 	 
业借 	 4 	 1.500000 	 2.000000 	 0 	 
业靠 	 4 	 1.500000 	 2.000000 	 0 	 
个办 	 4 	 1.500000 	 2.000000 	 0 	 
个如 	 4 	 1.500000 	 2.000000 	 0 	 
个局 	 4 	 1.500000 	 2.000000 	 0 	 
个指 	 4 	 1.500000 	 2.000000 	 0 	 
个明 	 4 	 1.500000 	 2.000000 	 0 	 
个矿 	 4 	 1.500000 	 2.000000 	 0 	 
个种 	 4 	 1.500000 	 2.000000 	 0 	 
个边 	 4 	 1.500000 	 2.000000 	 0 	 
中军 	 4 	 1.500000 	 2.000000 	 0 	 
中区 	 4 	 1.500000 	 2.000000 	 0 	 
中每 	 4 	 1.500000 	 2.000000 	 0 	 
中第 	 4 	 1.500000 	 2.000000 	 0 	 
为冬 	 4 	 1.500000 	 2.000000 	 0 	 
为参 	 4 	 1.500000 	 2.000000 	 0 	 
为反 	 4 	 1.500000 	 2.000000 	 0 	 
为富 	 4 	 1.500000 	 2.000000 	 0 	 
为打 	 4 	 1.500000 	 2.000000 	 0 	 
为林 	 4 	 1.500000 	 2.000000 	 0 	 
为证 	 4 	 1.500000 	 2.000000 	 0 	 
为近 	 4 	 1.500000 	 2.000000 	 0 	 
举杯 	 4 	 1.500000 	 2.000000 	 0 	 
举目 	 4 	 1.500000 	 2.000000 	 0 	 
义与 	 4 	 1.500000 	 2.000000 	 0 	 
九一 	 4 	 1.500000 	 2.000000 	 0 	 
也摆 	 4 	 1.500000 	 2.000000 	 0 	 
也生 	 4 	 1.500000 	 2.000000 	 0 	 
也用 	 4 	 1.500000 	 2.000000 	 0 	 
也触 	 4 	 1.500000 	 2.000000 	 0 	 
乡音 	 4 	 1.500000 	 2.000000 	 0 	 
了因 	 4 	 1.500000 	 2.000000 	 0 	 
了指 	 4 	 1.500000 	 2.000000 	 0 	 
了离 	 4 	 1.500000 	 2.000000 	 0 	 
了立 	 4 	 1.500000 	 2.000000 	 0 	 
二小 	 4 	 1.500000 	 2.000000 	 0 	 
于主 	 4 	 1.500000 	 2.000000 	 0 	 
于写 	 4 	 1.500000 	 2.000000 	 0 	 
于反 	 4 	 1.500000 	 2.000000 	 0 	 
于更 	 4 	 1.500000 	 2.000000 	 0 	 
于极 	 4 	 1.500000 	 2.000000 	 0 	 
于老 	 4 	 1.500000 	 2.000000 	 0 	 
井的 	 4 	 1.500000 	 2.000000 	 0 	 
亚是 	 4 	 1.500000 	 2.000000 	 0 	 
些名 	 4 	 1.500000 	 2.000000 	 0 	 
些无 	 4 	 1.500000 	 2.000000 	 0 	 
些热 	 4 	 1.500000 	 2.000000 	 0 	 
些较 	 4 	 1.500000 	 2.000000 	 0 	 
